label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,0.317121595,0.694782257,2.84E-07,0.385290623,0.680782318,0.003943855,0.442476451,0.656185806,-0.002173269,0.480038553,0.642555594,-0.015240309,0.502565682,0.607707441,-0.027725155,0.424932808,0.525271654,0.012719491,0.454026759,0.449176431,-0.009648952,0.493146509,0.459402889,-0.029967746,0.521511555,0.487123787,-0.041613389,0.408401281,0.519852936,-0.005173164,0.445529252,0.430061579,-0.027610559,0.491758257,0.447345078,-0.047761362,0.517026424,0.48517698,-0.059182357,0.391176581,0.522297144,-0.025821656,0.431372195,0.439930201,-0.045338672,0.479879349,0.456447899,-0.058021333,0.508194387,0.491768807,-0.06380254,0.375744164,0.538095474,-0.047076505,0.414110124,0.48528257,-0.061865292,0.45371303,0.485804677,-0.068355627,0.479945213,0.503835678,-0.070941694
C,0.305654943,0.67718941,2.32E-07,0.359097034,0.671198487,0.001184856,0.404074728,0.656641901,-0.002572817,0.435162395,0.647619128,-0.011208959,0.45400387,0.625428319,-0.019339852,0.397286355,0.553267896,0.009952013,0.420415133,0.491715759,-0.007035542,0.449431062,0.496088803,-0.022277955,0.471976548,0.516093075,-0.030753318,0.385419488,0.54581511,-0.002006208,0.412631065,0.473461241,-0.018977156,0.447753787,0.483353406,-0.034059852,0.46912846,0.512329817,-0.042307574,0.372066408,0.544907093,-0.016309446,0.400823623,0.478434294,-0.031257417,0.436680138,0.487155676,-0.041364722,0.459496319,0.512900472,-0.045645393,0.358790457,0.552979708,-0.031264443,0.385119617,0.507998347,-0.042675789,0.414613366,0.504677832,-0.048140269,0.436737627,0.516298771,-0.05015729
C,0.31703949,0.7153669,3.53E-07,0.377463281,0.690986335,-0.00656496,0.432869643,0.650817275,-0.015784593,0.474314749,0.626838326,-0.02958427,0.504265428,0.597348154,-0.043274648,0.397683114,0.521060526,0.001145684,0.414201319,0.434229732,-0.022409473,0.451465398,0.426953733,-0.043110199,0.484178662,0.441625595,-0.054950278,0.379430592,0.517543554,-0.01074197,0.399129331,0.417480379,-0.035107177,0.445746481,0.417189211,-0.056962822,0.480582088,0.446758538,-0.069206223,0.360588282,0.522889256,-0.025494041,0.38080287,0.42831707,-0.046862412,0.429012805,0.425104678,-0.062383644,0.46548444,0.451446414,-0.069521718,0.341662705,0.538061082,-0.041440472,0.361820459,0.46781677,-0.058265083,0.398186535,0.450721145,-0.066908509,0.429448217,0.45969218,-0.070468031
C,0.293375343,0.667302072,2.96E-07,0.350607067,0.657116771,-0.004089262,0.402794302,0.638434112,-0.011243328,0.441465318,0.629829049,-0.02262933,0.466790378,0.603860497,-0.033493172,0.388706356,0.523385823,0.004396271,0.41378957,0.453511626,-0.015851239,0.445968688,0.455427885,-0.033790264,0.47104153,0.47516191,-0.043766554,0.374429852,0.516414285,-0.006404851,0.404684305,0.436368823,-0.026204376,0.442596525,0.44611907,-0.04447715,0.46709007,0.477755964,-0.054879922,0.358790308,0.516977668,-0.019863272,0.389484316,0.445314527,-0.03709507,0.428830296,0.452590823,-0.049755279,0.4552854,0.4813357,-0.055570122,0.343201369,0.526889265,-0.034342267,0.372074902,0.475824803,-0.047193658,0.404453009,0.468820691,-0.053794783,0.429023385,0.480756134,-0.056476578
C,0.299169302,0.662133574,2.92E-07,0.358674914,0.651943207,-0.003000781,0.410843283,0.633816481,-0.010047175,0.44884631,0.625684381,-0.02190653,0.475980461,0.601196945,-0.033284336,0.396718711,0.518446505,0.007800696,0.422875673,0.448858857,-0.012144216,0.455195606,0.451973468,-0.030529972,0.479599297,0.47377038,-0.040853463,0.382522464,0.51153779,-0.003799631,0.413403779,0.431756079,-0.023727499,0.451903075,0.441926062,-0.043207157,0.47607705,0.474985421,-0.05437329,0.367152542,0.511482179,-0.018131936,0.398916364,0.438125312,-0.035130825,0.439057887,0.446110368,-0.048710417,0.465242505,0.476912498,-0.055133361,0.351802886,0.520855784,-0.033454508,0.381713986,0.469389141,-0.046115641,0.414893299,0.462992638,-0.053177826,0.439697981,0.476455599,-0.056179542
D,0.280473858,0.848199904,1.21E-08,0.329412907,0.80609411,-0.021351265,0.366699636,0.7298733,-0.032487035,0.371893227,0.655137181,-0.045624405,0.33244285,0.648901105,-0.058947511,0.326784432,0.620817363,-0.011779282,0.325972468,0.524912775,-0.0261239,0.32323423,0.469912648,-0.034600198,0.319397748,0.420622885,-0.042003691,0.295233339,0.625977874,-0.016339147,0.298592716,0.550310552,-0.04882529,0.312502801,0.611844599,-0.058227554,0.316595137,0.662256122,-0.055360906,0.265457451,0.643898427,-0.02291929,0.265768409,0.573173046,-0.054369494,0.288294524,0.627703846,-0.050827645,0.296802163,0.679983556,-0.038507089,0.233325958,0.670242965,-0.031767894,0.235723168,0.603120983,-0.052186776,0.25659889,0.626676261,-0.047609456,0.266506225,0.665986896,-0.038512982
D,0.270663917,0.795051634,-1.73E-08,0.311184436,0.760899723,-0.013880147,0.340392113,0.702457786,-0.02127911,0.339153826,0.651377738,-0.030212739,0.31014657,0.646805644,-0.039391831,0.308136553,0.618808031,-0.010985103,0.304621786,0.540045798,-0.023686169,0.302332669,0.496241152,-0.031615678,0.298130244,0.457370281,-0.038130973,0.281863928,0.626173019,-0.015110842,0.284106493,0.574076891,-0.041824918,0.295793682,0.622708321,-0.049840648,0.299165219,0.660167634,-0.048720133,0.256908804,0.641985655,-0.02033381,0.256042868,0.592474043,-0.045774817,0.27297467,0.637738109,-0.041797642,0.279993027,0.675061166,-0.031857427,0.231093511,0.663626432,-0.026832843,0.232165456,0.619215846,-0.042392671,0.248167932,0.64252466,-0.036788858,0.256042004,0.669796884,-0.028507592
D,0.349636406,0.782038569,6.63E-08,0.406878352,0.737463117,-0.031995997,0.448301822,0.651083708,-0.047079306,0.461336493,0.577745616,-0.06255731,0.467708856,0.525994658,-0.077096649,0.403375566,0.520662069,-0.026411816,0.404948205,0.398662627,-0.053382367,0.407125026,0.32895726,-0.069561228,0.406661332,0.268939942,-0.080949761,0.362357348,0.533368707,-0.028324025,0.361996531,0.45863533,-0.079996422,0.384012729,0.53138864,-0.094995506,0.398136139,0.590614378,-0.092577919,0.324436188,0.559229672,-0.033564121,0.318931073,0.493098557,-0.082684234,0.346944273,0.56459105,-0.07692083,0.364118963,0.618975937,-0.05957618,0.286507338,0.595199764,-0.041555334,0.285945714,0.54266423,-0.076063648,0.310623914,0.587880492,-0.070732526,0.32660526,0.628044128,-0.057557411
D,0.497900903,0.793319166,2.97E-08,0.551816583,0.748252213,-0.015317857,0.591309905,0.675503254,-0.027371133,0.612095237,0.619499981,-0.043164976,0.593075871,0.599955976,-0.059400316,0.545560598,0.559747636,-0.0185181,0.552049577,0.449525297,-0.04133115,0.558214784,0.389329076,-0.055924896,0.560545743,0.334023803,-0.067062117,0.513824224,0.569930434,-0.027661642,0.532127261,0.506924152,-0.070853725,0.554932654,0.576500833,-0.083156854,0.561602473,0.631283939,-0.082366601,0.482947826,0.59166503,-0.0384022,0.496854275,0.529386282,-0.077517807,0.525406718,0.595602691,-0.071207523,0.536535621,0.649518788,-0.056780539,0.452008784,0.621933103,-0.050799865,0.467784256,0.568634927,-0.076982446,0.49419266,0.608084619,-0.070784643,0.506388485,0.649985492,-0.059800357
D,0.246946514,0.650400579,4.55E-08,0.294071138,0.624907196,-0.018570185,0.329076439,0.569642484,-0.029016506,0.334814787,0.51790601,-0.04070184,0.306422979,0.499123305,-0.052713316,0.308989406,0.460615277,-0.018283822,0.32269901,0.370353907,-0.036984038,0.332363367,0.317753196,-0.050056983,0.337503046,0.271618247,-0.059943877,0.276044875,0.463775039,-0.022512648,0.28043288,0.4051148,-0.057205278,0.288681746,0.460136831,-0.069137201,0.291476637,0.504213452,-0.069526605,0.243516028,0.477848083,-0.028177466,0.243197441,0.422510266,-0.059404418,0.258367091,0.474163711,-0.056165677,0.265925616,0.517051518,-0.045711089,0.21114713,0.499280453,-0.035609066,0.211406589,0.452145427,-0.05572452,0.227195993,0.481120527,-0.050664246,0.236677349,0.512442946,-0.041685671
E,0.251644909,0.718602419,1.11E-07,0.306874752,0.688236415,-0.015374732,0.347728223,0.625949919,-0.019426987,0.328291416,0.568949819,-0.024606619,0.287212908,0.570828855,-0.029255701,0.336454749,0.522449553,0.003885388,0.346954882,0.451723844,-0.00860374,0.358629286,0.441210717,-0.022872752,0.363948852,0.457179755,-0.031229815,0.305009514,0.508018255,0.001617271,0.314625353,0.424430311,-0.009625453,0.328277886,0.42452836,-0.024077848,0.330382675,0.457750708,-0.032198351,0.274181575,0.509444058,-0.003601285,0.279045075,0.430150241,-0.015015923,0.294311136,0.433815002,-0.027561825,0.298119217,0.469176471,-0.033803191,0.239404961,0.523791492,-0.010668149,0.239269793,0.457870394,-0.019920692,0.253572106,0.458378375,-0.024624333,0.261647195,0.485755354,-0.026399672
E,0.166135371,0.837877274,1.76E-07,0.241866827,0.798938572,-0.031864632,0.305841476,0.72187978,-0.045455195,0.277691364,0.644943893,-0.059276924,0.218361855,0.641848564,-0.071510904,0.292075515,0.555159688,-0.000256143,0.304802746,0.458322644,-0.024928683,0.314728141,0.439000368,-0.050816793,0.316785395,0.460187018,-0.065255143,0.240223527,0.532822311,-0.001983062,0.253291339,0.409304857,-0.025459569,0.266251564,0.410842121,-0.050211489,0.26678881,0.462220967,-0.062670469,0.190514416,0.535782397,-0.009113557,0.199425474,0.419970572,-0.031953603,0.214125097,0.428208441,-0.050160926,0.217113316,0.48205474,-0.057018414,0.134975538,0.559547603,-0.019718759,0.135812193,0.462792218,-0.036798257,0.149992079,0.462210685,-0.042637534,0.157726347,0.498904049,-0.042908426
E,0.161483303,0.826661825,-2.61E-08,0.248987123,0.795630217,-0.037656218,0.328281939,0.708147883,-0.058830664,0.299733281,0.618231773,-0.081738971,0.227361098,0.603381872,-0.10255494,0.32495296,0.495955408,-0.014209971,0.341193974,0.343592405,-0.061225031,0.353700638,0.358989149,-0.101620682,0.349022299,0.429876924,-0.121040449,0.25909707,0.471704841,-0.019829368,0.276445687,0.292936563,-0.062505119,0.290639877,0.329243183,-0.097105667,0.287748098,0.413894057,-0.112955287,0.195827842,0.473505795,-0.032370951,0.211545348,0.309925199,-0.066528134,0.227156579,0.347675562,-0.085677147,0.226357758,0.42631948,-0.090965815,0.126283363,0.496061116,-0.049409647,0.130964562,0.371407568,-0.071293421,0.147265762,0.37992236,-0.077096097,0.153766423,0.425001621,-0.076912232
E,0.235673547,0.654529929,9.38E-08,0.282040656,0.63368094,-0.014157769,0.317266434,0.591945648,-0.018936962,0.301150739,0.552020133,-0.024454866,0.268225372,0.544337273,-0.029556235,0.307765484,0.505694389,0.004105768,0.314820409,0.45284453,-0.007581415,0.320024878,0.440828532,-0.020647191,0.321310043,0.450315088,-0.028027738,0.28085655,0.492870808,0.002870469,0.287725717,0.429015845,-0.008121702,0.295239359,0.430604845,-0.021382118,0.296437442,0.457801759,-0.028622521,0.254543215,0.493216038,-0.001113008,0.260096252,0.436223805,-0.012126242,0.268603593,0.441601247,-0.022432622,0.270071805,0.471047223,-0.026949158,0.224866986,0.503940046,-0.00670672,0.224983379,0.453335106,-0.015289645,0.23417221,0.453178674,-0.018852599,0.240187272,0.473814607,-0.019531509
E,0.402789682,0.618193567,1.04E-07,0.467455775,0.607660472,-0.026713114,0.525609314,0.548218966,-0.035946563,0.521573126,0.481833369,-0.046008047,0.473580718,0.474032819,-0.054889672,0.508220434,0.408192933,-0.000885105,0.518839836,0.323666811,-0.025614357,0.528064609,0.310328424,-0.049036819,0.527303636,0.341020733,-0.060545538,0.468489081,0.390708178,-0.00125551,0.475901306,0.283923775,-0.024384979,0.485943854,0.286835372,-0.045997433,0.484705389,0.336540222,-0.055687007,0.430305839,0.391586661,-0.006424651,0.436010927,0.297927499,-0.02775215,0.446775317,0.308080435,-0.041480735,0.446938604,0.356921494,-0.044980709,0.387276173,0.404440343,-0.014708442,0.387571871,0.327158898,-0.030960806,0.397587359,0.331712514,-0.036625713,0.401151568,0.367368996,-0.036522012
F,0.220082656,0.771426499,2.42E-07,0.281750292,0.723353267,-0.025432091,0.328342617,0.641554713,-0.038921785,0.354305595,0.567979395,-0.053818252,0.327830791,0.525783896,-0.066552311,0.279858232,0.541486263,-0.009186204,0.300471932,0.467335135,-0.049635034,0.308163911,0.49974516,-0.083349131,0.307046056,0.543893695,-0.099318095,0.240044042,0.522794843,-0.01480238,0.251185656,0.41107744,-0.034478717,0.25833714,0.337669969,-0.054923713,0.263028204,0.269326657,-0.070046321,0.201252624,0.532271147,-0.027787538,0.203481063,0.431865275,-0.04716241,0.204129621,0.36709398,-0.062604301,0.205611512,0.309683144,-0.072691083,0.162855878,0.564445436,-0.044239894,0.155952364,0.489146143,-0.0570811,0.148846745,0.437993199,-0.060181148,0.14220193,0.390760422,-0.062405534
F,0.210627839,0.778035402,1.99E-07,0.267225742,0.735809982,-0.028541237,0.317574561,0.652704239,-0.04427015,0.340209603,0.581703067,-0.060549341,0.301660299,0.56268394,-0.074638322,0.264374793,0.538047373,-0.017722229,0.283928186,0.470033199,-0.059492379,0.289433867,0.511041224,-0.093293481,0.28437829,0.556777835,-0.109835893,0.222867876,0.518371999,-0.024382997,0.232628971,0.404419959,-0.046921518,0.236408368,0.326172262,-0.069373131,0.23567687,0.25143382,-0.086113542,0.18127048,0.531058431,-0.038250342,0.181777805,0.420959413,-0.062443215,0.178182974,0.351102054,-0.085019223,0.175026953,0.284994274,-0.100063846,0.1416803,0.568864763,-0.055127237,0.123656616,0.495387942,-0.073693424,0.106087595,0.44585517,-0.082760282,0.089484423,0.395895183,-0.089358829
F,0.19217363,0.749012589,1.52E-07,0.237825915,0.714396477,-0.016545223,0.266780376,0.666997612,-0.026387803,0.275130093,0.626257181,-0.037906285,0.261796653,0.597776413,-0.047825418,0.236852869,0.578999043,-0.007472398,0.250454783,0.525403619,-0.035403039,0.252408653,0.546591699,-0.05865309,0.2463644,0.57268548,-0.069901377,0.208307475,0.564023852,-0.01314883,0.212384939,0.477442682,-0.02930605,0.215027869,0.423703134,-0.045038529,0.21422857,0.379379034,-0.055795554,0.17887716,0.570980966,-0.023585318,0.178198844,0.488874227,-0.040869329,0.175412431,0.43875581,-0.055416469,0.171700135,0.397319883,-0.06398046,0.150452256,0.595643401,-0.035738759,0.142672956,0.537420154,-0.049278464,0.134692073,0.498594373,-0.054442305,0.12682572,0.464753032,-0.05697402
F,0.192593291,0.727325916,1.57E-07,0.237803176,0.696217954,-0.016710369,0.272684455,0.645171344,-0.026654264,0.285207093,0.598524213,-0.037803154,0.262006521,0.574880838,-0.048306625,0.243262142,0.550107777,-0.010552032,0.257415652,0.49739784,-0.038654514,0.25865376,0.515706122,-0.062779889,0.254103363,0.540055335,-0.075243138,0.213736415,0.531692803,-0.017147182,0.223288313,0.438163668,-0.032794841,0.228284776,0.37806195,-0.049375657,0.230925739,0.326312125,-0.061727602,0.182392374,0.536041975,-0.028223179,0.186241224,0.444938242,-0.04509747,0.185617924,0.389001369,-0.061746094,0.186079755,0.340862095,-0.072738037,0.150577486,0.558923423,-0.041018404,0.142440736,0.494548887,-0.054223273,0.134613305,0.45144856,-0.060559765,0.128029853,0.4117046,-0.064945847
F,0.282320678,0.811845541,2.63E-07,0.358652025,0.7610991,-0.03826702,0.422768205,0.660482705,-0.061396725,0.459070027,0.577937543,-0.085539982,0.416867971,0.544776499,-0.105862379,0.356886983,0.518548906,-0.026834736,0.385375321,0.434808761,-0.085459284,0.394000947,0.50236547,-0.130099818,0.389184773,0.569089592,-0.15078114,0.306239069,0.493800491,-0.035387799,0.319398761,0.351470858,-0.069475867,0.328590363,0.253281921,-0.099818483,0.333632439,0.154083043,-0.121956088,0.255356014,0.508390427,-0.053618059,0.257965058,0.370355248,-0.086814068,0.258876443,0.281261414,-0.113438047,0.260090202,0.196634114,-0.130597144,0.206533462,0.552199602,-0.07609655,0.194672287,0.45029074,-0.097603239,0.184212357,0.381115019,-0.106891282,0.175375149,0.31357792,-0.114148676
H,0.261799425,0.61637646,7.96E-07,0.309335828,0.524945796,0.00243859,0.376915663,0.487451494,-0.006610472,0.429778457,0.508155107,-0.017664945,0.466284007,0.545064867,-0.028364776,0.403593242,0.440177619,-0.028571967,0.49974364,0.466070086,-0.04334512,0.551766515,0.478912354,-0.051860236,0.590915084,0.489728957,-0.057203978,0.407554448,0.50240773,-0.039514367,0.501876473,0.519475341,-0.050124191,0.557471752,0.5285061,-0.055980053,0.598496079,0.533365488,-0.062344223,0.407591939,0.570606887,-0.047634277,0.470431387,0.599199295,-0.052371256,0.448355645,0.601485848,-0.044152483,0.419696659,0.594936848,-0.038604248,0.402428418,0.632486701,-0.056249063,0.437793463,0.638936162,-0.052937966,0.41994983,0.634934306,-0.039796177,0.398400903,0.627916038,-0.030001478
H,0.229331076,0.67187047,6.92E-07,0.260733128,0.60271889,-0.001301339,0.310646772,0.579471827,-0.013064101,0.350429118,0.604414344,-0.02643171,0.377016604,0.633697152,-0.039458103,0.327386677,0.537756801,-0.029431514,0.404224694,0.541205645,-0.046349633,0.448285043,0.543107688,-0.056293763,0.482278407,0.544523478,-0.061473131,0.33082214,0.586007178,-0.039058644,0.409974873,0.580780029,-0.052747756,0.457427263,0.579128563,-0.059761785,0.493319243,0.578505099,-0.065029494,0.331766397,0.638391674,-0.046505891,0.380289137,0.643073142,-0.056242455,0.360661447,0.643868029,-0.048994243,0.338043958,0.64279145,-0.041743953,0.329301059,0.684199572,-0.05446275,0.360064298,0.675626159,-0.05466127,0.34530592,0.673134208,-0.041544858,0.328845114,0.672622144,-0.030797018
H,0.226869285,0.57179296,6.48E-07,0.245885,0.525759459,-0.003941341,0.279264838,0.501986802,-0.016899796,0.310655147,0.51762706,-0.03103363,0.331308842,0.535737276,-0.044957045,0.283519685,0.461672843,-0.030047812,0.343116254,0.458008021,-0.048527662,0.378175348,0.456947803,-0.060197633,0.406012833,0.455812305,-0.067001916,0.283093959,0.493304938,-0.038653154,0.349353701,0.484778911,-0.056843262,0.390461743,0.481563389,-0.065507539,0.422715962,0.478141308,-0.071433388,0.283801615,0.53027606,-0.045756828,0.333809733,0.543739498,-0.059651513,0.319187045,0.551222086,-0.05365767,0.300483644,0.550143063,-0.047151078,0.284501821,0.565995574,-0.05351682,0.32453078,0.57012099,-0.059063554,0.313713551,0.573783278,-0.049018525,0.298008144,0.571207702,-0.040450159
H,0.143873587,0.670382798,1.08E-06,0.208035886,0.534744978,0.002523339,0.31219393,0.480466217,-0.006868297,0.389847904,0.505254269,-0.01659183,0.440938473,0.547822416,-0.025988948,0.355908453,0.459783316,-0.053491775,0.503581643,0.447907627,-0.074782141,0.587865353,0.444275022,-0.083187602,0.65171659,0.448284566,-0.085506111,0.366443604,0.55766058,-0.06333977,0.514858842,0.533562422,-0.080933608,0.607964754,0.512200773,-0.08992403,0.677158475,0.504947484,-0.096022241,0.369100749,0.653735101,-0.066729948,0.454576105,0.615679502,-0.074229121,0.424333125,0.584561527,-0.061198805,0.38061595,0.574789107,-0.049123526,0.36423859,0.729279101,-0.070125662,0.400898188,0.671386242,-0.065112934,0.375466406,0.646904528,-0.042949792,0.346904188,0.648900449,-0.023889475
